core	outsider	nonsep	gene.name
858	25	1	19	8X962163
859	27	1	17	8X962183
860	20	1	24	8X962378
861	33	1	11	8X962676
862	32	1	12	8X963441
863	29	1	15	8X963486
864	26	1	18	8X963488
865	33	1	11	8X963575
866	24	1	20	8X964504
867	32	1	12	8X964537
868	30	1	14	8X964936
869	31	1	13	8X965035
870	34	1	10	8X965080
871	28	1	16	8X965869
872	28	1	16	8X965874
873	33	1	11	8X965902
874	32	1	12	8X966268
875	26	1	18	8X966384
876	29	1	15	8X966505
877	27	1	17	8X966792
878	33	1	11	8X966905
879	27	1	17	8X966915
880	30	1	14	8X967294
881	24	1	20	8X967326
882	27	1	17	8X967611
883	31	1	13	8X967617
884	24	1	20	8X967961
885	32	1	12	8X968117
886	32	1	12	8X969068
887	31	1	13	8X969799
888	30	1	14	8X969851
889	26	1	18	8X969894
890	25	1	19	8X970041
891	25	1	19	8X970123
892	24	1	20	8X970556
893	34	1	10	8X970935
894	30	1	14	8X971252
895	27	1	17	8X971384
896	24	1	20	8X971904
897	29	1	15	8X972028
898	31	1	13	8X972179
899	29	1	15	8X972304
900	30	1	14	8X972499
901	28	1	16	8X972953
902	24	1	20	8X973135
903	28	1	16	8X973356
904	29	1	15	8X973402
905	28	1	16	8X973425
906	35	1	9	8X973575
907	29	1	15	8X973589
908	23	1	21	8X974089
909	31	1	13	8X974854
910	33	1	11	8X975281
911	31	1	13	8X976105
912	27	1	17	8X976510
913	27	1	17	8X976922
914	27	1	17	8X976994
915	24	1	20	8X977459
916	32	1	12	8X977480
917	34	1	10	8X977489
918	30	1	14	8X977779
919	25	1	19	8X978198
920	29	1	15	8X978381
921	30	1	14	8X978512
922	31	1	13	8X978767
923	22	1	22	8X979225
924	31	1	13	8X979672
925	32	1	12	8X979690
926	28	1	16	8X979968
927	28	1	16	8X980004
928	30	1	14	8X980213
929	31	1	13	8X980234
930	24	1	20	8X980518
931	34	1	10	8X981688
932	29	1	15	8X981845
933	33	1	11	8X981888
934	32	1	12	8X982294
935	23	1	21	8X982406
936	28	1	16	8X982713
937	27	1	17	8X982916
938	36	1	8	8X982919
939	25	1	19	8X982973
940	34	1	10	8X983069
941	25	1	19	8X983480
942	26	1	18	8X983700
943	31	1	13	8X984008
944	26	1	18	8X984409
945	24	1	20	8X984689
946	32	1	12	8X984958
947	22	1	22	8X985128
948	28	1	16	8X985274
949	26	1	18	8X985459
950	22	1	22	8X985833
951	29	1	15	8X986016
952	26	1	18	8X986045
953	34	1	10	8X986483
954	31	1	13	8X986548
955	34	1	10	8X986798
956	33	1	11	8X986833
957	25	1	19	8X987312
958	23	1	21	8X987878
959	27	1	17	8X988122
960	28	1	16	8X988281
961	25	1	19	8X988648
962	24	1	20	8X988760
963	25	1	19	8X988906
964	17	1	27	8X989005
965	29	1	15	8X989132
966	29	1	15	8X989262
967	26	1	18	8X989317
968	33	1	11	8X989478
969	27	1	17	8X990143
970	24	1	20	8X990314
971	29	1	15	8X990599
972	26	1	18	8X990825
973	25	1	19	8X990971
974	25	1	19	8X991235
975	34	1	10	8X991575
976	25	1	19	8X991707
977	22	1	22	8X991768
978	26	1	18	8X992367
979	32	1	12	8X992604
980	24	1	20	8X992749
981	32	1	12	8X992818
982	27	1	17	8X992830
983	34	1	10	8X992941
984	28	1	16	8X992981
985	31	1	13	8X992983
986	25	1	19	8X993420
987	24	1	20	8X993529
988	23	1	21	8X993688
989	25	1	19	8X994619
990	27	1	17	8X994688
991	33	1	11	8X994723
992	25	1	19	8X994878
993	28	1	16	8X994950
994	27	1	17	8X994961
995	24	1	20	8X994970
996	29	1	15	8X995107
997	24	1	20	8X995219
998	26	1	18	8X995264
999	30	1	14	8X995491
1000	29	1	15	8X995578
1001	31	1	13	8X995846
1002	32	1	12	8X996193
1003	31	1	13	8X997246
1004	18	1	26	8X997598
1005	29	1	15	8X998966
1006	19	1	25	8X999007
1007	30	1	14	8X999133
1008	21	1	23	8X999501
1009	19	1	25	8X999502
1010	30	1	14	8X999542
1011	24	1	20	8X999868
1012	34	1	10	8X1000403
1013	27	1	17	8X1000406
1014	31	1	13	8X1000476
1015	30	1	14	8X1000643
1016	24	1	20	8X1000886
1017	27	1	17	8X1000981
1018	28	1	16	8X1001033
1019	26	1	18	8X1001655
1020	30	1	14	8X1001836
1021	27	1	17	8X1001929
1022	27	1	17	8X1002019
1023	27	1	17	8X1002247
1024	30	1	14	8X1002273
1025	34	1	10	8X1002645
1026	28	1	16	8X1002744
1027	31	1	13	8X1002942
1028	23	1	21	8X1003048
1029	26	1	18	8X1003133
1030	35	1	9	8X1003138
1031	24	1	20	8X1003169
1032	26	1	18	8X1003185
1033	25	1	19	8X1003469
1034	31	1	13	8X1003650
1035	29	1	15	8X1005255
1036	29	1	15	8X1005540
1037	30	1	14	8X1006192
1038	29	1	15	8X1006274
1039	26	1	18	8X1006436
1040	26	1	18	8X1006640
1041	31	1	13	8X1006846
1042	31	1	13	8X1007209
1043	29	1	15	8X1007330
1044	35	1	9	8X1007476
1045	32	1	12	8X1007581
1046	24	1	20	8X1007687
1047	27	1	17	8X1008014
1048	25	1	19	8X1008131
1049	35	1	9	8X1008666
1050	28	1	16	8X1008806
1051	33	1	11	8X1009437
1052	33	1	11	8X1009440
1053	30	1	14	8X1009680
1054	31	1	13	8X1010218
1055	28	1	16	8X1010226
1056	23	1	21	8X1010352
1057	27	1	17	8X1010835
1058	31	1	13	8X1011273
1059	28	1	16	8X1012155
1060	25	1	19	8X1012447
1061	31	1	13	8X1012703
1062	26	1	18	8X1013420
1063	29	1	15	8X1013880
